88.5,88.4,88.4,88.5,89.0,86.4,88.4,89.1,88.9,86.4,87.2
85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7
84.5,88.9,88.9,86.2,86.8,85.3,87.9,87.3,88.9,84.6,87.2
86.5,85.4,87.6,84.9,87.3,88.5,86.7,85.4,85.8,88.3,87.2
87.5,89.4,86.5,82.4,89.1,86.8,87.4,88.5,88.9,88.9,87.2
